"country_name","genres","n"
"Ukraine","Comedy",184
"Ukraine","Crime",165
"Ukraine","Documentary",26
"Ukraine","Drama",315
"Ukraine","Family",32
"Ukraine","Fantasy",36
"Ukraine","Film-Noir",3
"Ukraine","Game-Show",3
"Ukraine","History",5
"Ukraine","Horror",31
"Ukraine","Music",3
"Ukraine","Mystery",44
"Ukraine","Reality-TV",5
"Ukraine","Romance",67
"Ukraine","Sci-Fi",22
"Ukraine","Sport",16
"Ukraine","Talk-Show",16
"Ukraine","Thriller",64
"Ukraine","War",2
"Ukraine","Western",10
"United Arab Emirates","Action",211
"United Arab Emirates","Adult",1
"United Arab Emirates","Adventure",124
"United Arab Emirates","Animation",30
"United Arab Emirates","Biography",17
"United Arab Emirates","Comedy",160
"United Arab Emirates","Crime",140
"United Arab Emirates","Documentary",20
"United Arab Emirates","Drama",340
"United Arab Emirates","Family",18
"United Arab Emirates","Fantasy",52
"United Arab Emirates","Film-Noir",2
"United Arab Emirates","Game-Show",9
"United Arab Emirates","History",7
"United Arab Emirates","Horror",31
"United Arab Emirates","Music",1
"United Arab Emirates","Musical",1
"United Arab Emirates","Mystery",45
"United Arab Emirates","Reality-TV",20
"United Arab Emirates","Romance",111
"United Arab Emirates","Sci-Fi",25
"United Arab Emirates","Sport",9
"United Arab Emirates","Talk-Show",9
"United Arab Emirates","Thriller",74
"United Arab Emirates","War",3
"United Arab Emirates","Western",3
"United Kingdom","Action",184
"United Kingdom","Adult",1
"United Kingdom","Adventure",148
"United Kingdom","Animation",57
"United Kingdom","Biography",15
"United Kingdom","Comedy",207
"United Kingdom","Crime",116
"United Kingdom","Documentary",31
"United Kingdom","Drama",261
"United Kingdom","Family",32
"United Kingdom","Fantasy",43
"United Kingdom","Film-Noir",3
"United Kingdom","Game-Show",6
"United Kingdom","History",5
"United Kingdom","Horror",31
"United Kingdom","Music",1
"United Kingdom","Musical",2
"United Kingdom","Mystery",36
"United Kingdom","Reality-TV",23
"United Kingdom","Romance",90
"United Kingdom","Sci-Fi",33
"United Kingdom","Sport",13
"United Kingdom","Talk-Show",6
"United Kingdom","Thriller",64
"United Kingdom","War",4
"United Kingdom","Western",9
"United States","Action",155
"United States","Adventure",102
"United States","Animation",39
"United States","Biography",6
"United States","Comedy",163
"United States","Crime",103
"United States","Documentary",32
"United States","Drama",278
"United States","Family",32
"United States","Fantasy",33
"United States","Film-Noir",4
"United States","Game-Show",7
"United States","History",8
"United States","Horror",34
"United States","Music",10
"United States","Mystery",57
"United States","Reality-TV",25
"United States","Romance",71
"United States","Sci-Fi",29
"United States","Sport",29
"United States","Talk-Show",8
"United States","Thriller",47
"United States","War",3
"United States","Western",4
"Uruguay","Action",142
"Uruguay","Adventure",107
"Uruguay","Animation",46
"Uruguay","Biography",11
"Uruguay","Comedy",162
"Uruguay","Crime",147
"Uruguay","Documentary",17
"Uruguay","Drama",374
"Uruguay","Family",14
"Uruguay","Fantasy",33
"Uruguay","Film-Noir",2
"Uruguay","Game-Show",1
"Uruguay","History",6
"Uruguay","Horror",31
"Uruguay","Music",37
"Uruguay","Mystery",53
"Uruguay","Reality-TV",3
"Uruguay","Romance",82
"Uruguay","Sci-Fi",14
"Uruguay","Sport",14
"Uruguay","Talk-Show",10
"Uruguay","Thriller",75
"Uruguay","War",3
"Uruguay","Western",4
"Venezuela","Action",139
"Venezuela","Adventure",81
"Venezuela","Animation",35
"Venezuela","Biography",4
"Venezuela","Comedy",176
"Venezuela","Crime",118
"Venezuela","Documentary",17
"Venezuela","Drama",325
"Venezuela","Family",15
"Venezuela","Fantasy",27
"Venezuela","Film-Noir",2
"Venezuela","History",1
"Venezuela","Horror",27
"Venezuela","Music",31
"Venezuela","Mystery",38
"Venezuela","Reality-TV",3
"Venezuela","Romance",116
"Venezuela","Sci-Fi",12
"Venezuela","Sport",14
"Venezuela","Talk-Show",7
"Venezuela","Thriller",72
"Venezuela","War",3
"Venezuela","Western",5
"Vietnam","Action",264
"Vietnam","Adult",2
"Vietnam","Adventure",133
"Vietnam","Animation",26
"Vietnam","Biography",4
"Vietnam","Comedy",233
"Vietnam","Crime",136
"Vietnam","Documentary",7
"Vietnam","Drama",353
"Vietnam","Family",34
"Vietnam","Fantasy",65
"Vietnam","Film-Noir",2
"Vietnam","Game-Show",1
"Vietnam","History",14
"Vietnam","Horror",30
"Vietnam","Music",2
"Vietnam","Musical",2
"Vietnam","Mystery",62
"Vietnam","Reality-TV",1
"Vietnam","Romance",123
"Vietnam","Sci-Fi",48
"Vietnam","Sport",2
"Vietnam","Talk-Show",4
"Vietnam","Thriller",89
"Vietnam","War",4
"Vietnam","Western",1
